"paID","waterBuffer","landQualityMin","qualitySurface","kernelScale","metricVariant","nonProtectedPenalty","factorOrder","nameEco","paPriority","paArea","priority","scnID"
4354,1,0,"Venter",5,"samcB2",1,174,"AtlanticMaritime",1,1036471105.72366,2,163
4354,1,100,"Venter",5,"samcB2",1,176,"AtlanticMaritime",1,1036471105.72366,2,164
4354,1,0,"Kennedy",20,"samcB2",1,186,"AtlanticMaritime",1,1036471105.72366,2,165
4354,1,100,"Kennedy",20,"samcB2",1,188,"AtlanticMaritime",1,1036471105.72366,2,166
4354,1,0,"Venter",20,"samcB2",1,190,"AtlanticMaritime",1,1036471105.72366,2,167
4354,1,100,"Venter",20,"samcB2",1,192,"AtlanticMaritime",1,1036471105.72366,2,168
4354,1,0,"Kennedy",2,"samcB20",1,202,"AtlanticMaritime",1,1036471105.72366,2,169
4354,1,100,"Kennedy",2,"samcB20",1,204,"AtlanticMaritime",1,1036471105.72366,2,170
4354,1,0,"Venter",2,"samcB20",1,206,"AtlanticMaritime",1,1036471105.72366,2,171
4354,1,100,"Venter",2,"samcB20",1,208,"AtlanticMaritime",1,1036471105.72366,2,172
4354,1,0,"Kennedy",5,"samcB20",1,210,"AtlanticMaritime",1,1036471105.72366,2,173
4354,1,100,"Kennedy",5,"samcB20",1,212,"AtlanticMaritime",1,1036471105.72366,2,174
4354,1,0,"Venter",5,"samcB20",1,214,"AtlanticMaritime",1,1036471105.72366,2,175
4354,1,100,"Venter",5,"samcB20",1,216,"AtlanticMaritime",1,1036471105.72366,2,176
4354,1,0,"Kennedy",20,"samcB20",1,226,"AtlanticMaritime",1,1036471105.72366,2,177
4354,1,100,"Kennedy",20,"samcB20",1,228,"AtlanticMaritime",1,1036471105.72366,2,178
4354,1,0,"Venter",20,"samcB20",1,230,"AtlanticMaritime",1,1036471105.72366,2,179
4354,1,100,"Venter",20,"samcB20",1,232,"AtlanticMaritime",1,1036471105.72366,2,180
4354,1,0,"Kennedy",2,"exponential",0.5,322,"AtlanticMaritime",1,1036471105.72366,2,181
4354,1,0,"Venter",2,"exponential",0.5,326,"AtlanticMaritime",1,1036471105.72366,2,182
4354,1,0,"Kennedy",5,"exponential",0.5,330,"AtlanticMaritime",1,1036471105.72366,2,183
4354,1,0,"Venter",5,"exponential",0.5,334,"AtlanticMaritime",1,1036471105.72366,2,184
4354,1,0,"Kennedy",20,"exponential",0.5,346,"AtlanticMaritime",1,1036471105.72366,2,185
4354,1,0,"Venter",20,"exponential",0.5,350,"AtlanticMaritime",1,1036471105.72366,2,186
4354,1,0,"Kennedy",2,"uniform",0.5,362,"AtlanticMaritime",1,1036471105.72366,2,187
4354,1,0,"Venter",2,"uniform",0.5,366,"AtlanticMaritime",1,1036471105.72366,2,188
4354,1,0,"Kennedy",5,"uniform",0.5,370,"AtlanticMaritime",1,1036471105.72366,2,189
4354,1,0,"Venter",5,"uniform",0.5,374,"AtlanticMaritime",1,1036471105.72366,2,190
4354,1,0,"Kennedy",20,"uniform",0.5,386,"AtlanticMaritime",1,1036471105.72366,2,191
4354,1,0,"Venter",20,"uniform",0.5,390,"AtlanticMaritime",1,1036471105.72366,2,192
4354,1,0,"Kennedy",2,"samcM2",0.5,402,"AtlanticMaritime",1,1036471105.72366,2,193
4354,1,0,"Venter",2,"samcM2",0.5,406,"AtlanticMaritime",1,1036471105.72366,2,194
4354,1,0,"Kennedy",5,"samcM2",0.5,410,"AtlanticMaritime",1,1036471105.72366,2,195
4354,1,0,"Venter",5,"samcM2",0.5,414,"AtlanticMaritime",1,1036471105.72366,2,196
4354,1,0,"Kennedy",20,"samcM2",0.5,426,"AtlanticMaritime",1,1036471105.72366,2,197
4354,1,0,"Venter",20,"samcM2",0.5,430,"AtlanticMaritime",1,1036471105.72366,2,198
4354,1,0,"Kennedy",2,"samcM20",0.5,442,"AtlanticMaritime",1,1036471105.72366,2,199
4354,1,0,"Venter",2,"samcM20",0.5,446,"AtlanticMaritime",1,1036471105.72366,2,200
4354,1,0,"Kennedy",5,"samcM20",0.5,450,"AtlanticMaritime",1,1036471105.72366,2,201
4354,1,0,"Venter",5,"samcM20",0.5,454,"AtlanticMaritime",1,1036471105.72366,2,202
4354,1,0,"Kennedy",20,"samcM20",0.5,466,"AtlanticMaritime",1,1036471105.72366,2,203
4354,1,0,"Venter",20,"samcM20",0.5,470,"AtlanticMaritime",1,1036471105.72366,2,204
4354,1,0,"Kennedy",2,"samcB2",0.5,482,"AtlanticMaritime",1,1036471105.72366,2,205
4354,1,0,"Venter",2,"samcB2",0.5,486,"AtlanticMaritime",1,1036471105.72366,2,206
4354,1,0,"Kennedy",5,"samcB2",0.5,490,"AtlanticMaritime",1,1036471105.72366,2,207
4354,1,0,"Venter",5,"samcB2",0.5,494,"AtlanticMaritime",1,1036471105.72366,2,208
4354,1,0,"Kennedy",20,"samcB2",0.5,506,"AtlanticMaritime",1,1036471105.72366,2,209
4354,1,0,"Venter",20,"samcB2",0.5,510,"AtlanticMaritime",1,1036471105.72366,2,210
4354,1,0,"Kennedy",2,"samcB20",0.5,522,"AtlanticMaritime",1,1036471105.72366,2,211
4354,1,0,"Venter",2,"samcB20",0.5,526,"AtlanticMaritime",1,1036471105.72366,2,212
4354,1,0,"Kennedy",5,"samcB20",0.5,530,"AtlanticMaritime",1,1036471105.72366,2,213
4354,1,0,"Venter",5,"samcB20",0.5,534,"AtlanticMaritime",1,1036471105.72366,2,214
4354,1,0,"Kennedy",20,"samcB20",0.5,546,"AtlanticMaritime",1,1036471105.72366,2,215
4354,1,0,"Venter",20,"samcB20",0.5,550,"AtlanticMaritime",1,1036471105.72366,2,216
4354,0,0,"Kennedy",10,"exponential",1,17,"AtlanticMaritime",1,1036471105.72366,3,217
4354,1,0,"Kennedy",10,"exponential",1,18,"AtlanticMaritime",1,1036471105.72366,3,218
4354,0,100,"Kennedy",10,"exponential",1,19,"AtlanticMaritime",1,1036471105.72366,3,219
4354,1,100,"Kennedy",10,"exponential",1,20,"AtlanticMaritime",1,1036471105.72366,3,220
4354,0,0,"Venter",10,"exponential",1,21,"AtlanticMaritime",1,1036471105.72366,3,221
4354,1,0,"Venter",10,"exponential",1,22,"AtlanticMaritime",1,1036471105.72366,3,222
4354,0,100,"Venter",10,"exponential",1,23,"AtlanticMaritime",1,1036471105.72366,3,223
4354,1,100,"Venter",10,"exponential",1,24,"AtlanticMaritime",1,1036471105.72366,3,224
4354,0,0,"Kennedy",40,"exponential",1,33,"AtlanticMaritime",1,1036471105.72366,3,225
4354,1,0,"Kennedy",40,"exponential",1,34,"AtlanticMaritime",1,1036471105.72366,3,226
4354,0,100,"Kennedy",40,"exponential",1,35,"AtlanticMaritime",1,1036471105.72366,3,227
4354,1,100,"Kennedy",40,"exponential",1,36,"AtlanticMaritime",1,1036471105.72366,3,228
4354,0,0,"Venter",40,"exponential",1,37,"AtlanticMaritime",1,1036471105.72366,3,229
4354,1,0,"Venter",40,"exponential",1,38,"AtlanticMaritime",1,1036471105.72366,3,230
4354,0,100,"Venter",40,"exponential",1,39,"AtlanticMaritime",1,1036471105.72366,3,231
4354,1,100,"Venter",40,"exponential",1,40,"AtlanticMaritime",1,1036471105.72366,3,232
4354,0,0,"Kennedy",10,"uniform",1,57,"AtlanticMaritime",1,1036471105.72366,3,233
4354,1,0,"Kennedy",10,"uniform",1,58,"AtlanticMaritime",1,1036471105.72366,3,234
4354,0,100,"Kennedy",10,"uniform",1,59,"AtlanticMaritime",1,1036471105.72366,3,235
4354,1,100,"Kennedy",10,"uniform",1,60,"AtlanticMaritime",1,1036471105.72366,3,236
4354,0,0,"Venter",10,"uniform",1,61,"AtlanticMaritime",1,1036471105.72366,3,237
4354,1,0,"Venter",10,"uniform",1,62,"AtlanticMaritime",1,1036471105.72366,3,238
4354,0,100,"Venter",10,"uniform",1,63,"AtlanticMaritime",1,1036471105.72366,3,239
4354,1,100,"Venter",10,"uniform",1,64,"AtlanticMaritime",1,1036471105.72366,3,240
4354,0,0,"Kennedy",40,"uniform",1,73,"AtlanticMaritime",1,1036471105.72366,3,241
4354,1,0,"Kennedy",40,"uniform",1,74,"AtlanticMaritime",1,1036471105.72366,3,242
4354,0,100,"Kennedy",40,"uniform",1,75,"AtlanticMaritime",1,1036471105.72366,3,243
4354,1,100,"Kennedy",40,"uniform",1,76,"AtlanticMaritime",1,1036471105.72366,3,244
4354,0,0,"Venter",40,"uniform",1,77,"AtlanticMaritime",1,1036471105.72366,3,245
4354,1,0,"Venter",40,"uniform",1,78,"AtlanticMaritime",1,1036471105.72366,3,246
4354,0,100,"Venter",40,"uniform",1,79,"AtlanticMaritime",1,1036471105.72366,3,247
4354,1,100,"Venter",40,"uniform",1,80,"AtlanticMaritime",1,1036471105.72366,3,248
4354,0,0,"Kennedy",10,"samcM2",1,97,"AtlanticMaritime",1,1036471105.72366,3,249
4354,1,0,"Kennedy",10,"samcM2",1,98,"AtlanticMaritime",1,1036471105.72366,3,250
4354,0,100,"Kennedy",10,"samcM2",1,99,"AtlanticMaritime",1,1036471105.72366,3,251
4354,1,100,"Kennedy",10,"samcM2",1,100,"AtlanticMaritime",1,1036471105.72366,3,252
4354,0,0,"Venter",10,"samcM2",1,101,"AtlanticMaritime",1,1036471105.72366,3,253
4354,1,0,"Venter",10,"samcM2",1,102,"AtlanticMaritime",1,1036471105.72366,3,254
4354,0,100,"Venter",10,"samcM2",1,103,"AtlanticMaritime",1,1036471105.72366,3,255
4354,1,100,"Venter",10,"samcM2",1,104,"AtlanticMaritime",1,1036471105.72366,3,256
4354,0,0,"Kennedy",40,"samcM2",1,113,"AtlanticMaritime",1,1036471105.72366,3,257
4354,1,0,"Kennedy",40,"samcM2",1,114,"AtlanticMaritime",1,1036471105.72366,3,258
4354,0,100,"Kennedy",40,"samcM2",1,115,"AtlanticMaritime",1,1036471105.72366,3,259
4354,1,100,"Kennedy",40,"samcM2",1,116,"AtlanticMaritime",1,1036471105.72366,3,260
4354,0,0,"Venter",40,"samcM2",1,117,"AtlanticMaritime",1,1036471105.72366,3,261
4354,1,0,"Venter",40,"samcM2",1,118,"AtlanticMaritime",1,1036471105.72366,3,262
4354,0,100,"Venter",40,"samcM2",1,119,"AtlanticMaritime",1,1036471105.72366,3,263
4354,1,100,"Venter",40,"samcM2",1,120,"AtlanticMaritime",1,1036471105.72366,3,264
4354,0,0,"Kennedy",10,"samcM20",1,137,"AtlanticMaritime",1,1036471105.72366,3,265
4354,1,0,"Kennedy",10,"samcM20",1,138,"AtlanticMaritime",1,1036471105.72366,3,266
4354,0,100,"Kennedy",10,"samcM20",1,139,"AtlanticMaritime",1,1036471105.72366,3,267
4354,1,100,"Kennedy",10,"samcM20",1,140,"AtlanticMaritime",1,1036471105.72366,3,268
4354,0,0,"Venter",10,"samcM20",1,141,"AtlanticMaritime",1,1036471105.72366,3,269
4354,1,0,"Venter",10,"samcM20",1,142,"AtlanticMaritime",1,1036471105.72366,3,270
4354,0,100,"Venter",10,"samcM20",1,143,"AtlanticMaritime",1,1036471105.72366,3,271
